id,title,category,subcategory,price,platform,link,description,unsplash_url,local_path
PROD_012,L'Oreal Paris Extraordinary Oil Hair Serum,Skincare,Fragrance,599.0,Flipkart,https://www.flipkart.com/search?q=L'Oreal+Paris+Extraordinary+Oil+Hair+Serum,Premium leave-in hair serum with 6 rare flower oils inside an elegant golden glass bottle with a brown pump dispenser.,https://images.unsplash.com/photo-1526947425960-945c6e72858f?w=500&auto=format&fit=crop&q=80,data/images/prod_012_skincare.jpg
PROD_013,Indulekha Bhringa Hair Oil for Hair Fall,Skincare,Men's Care,430.0,Amazon,https://www.amazon.in/s?k=Indulekha+Bhringa+Hair+Oil+for+Hair+Fall,Proprietary Ayurvedic medicine hair oil featuring active Bhringraj extracts with an innovative comb-shaped applicator.,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?w=500&auto=format&fit=crop&q=80,data/images/prod_013_skincare.jpg
PROD_014,Vaseline Intensive Care Cocoa Glow Nourishing Body Serum in Lotio...more,Skincare,Moisturizer,399.0,Flipkart,https://www.flipkart.com/vaseline-intensive-care-cocoa-glow-nourishing-body-serum-lotion-dry-skin/p/itm40d1d6e320772?pid=MSCF3M96AYZ8PVEV&lid=LSTMSCF3M96AYZ8PVEVU9TXOY&marketplace=FLIPKART&q=Vaseline+Intensive+Care+Cocoa+Glow+Body&store=g9b%2Fema%2F5la%2F1ke&srno=s_1_3&otracker=search&fm=organic&iid=8ae48cf5-78b5-43c0-91e1-7f5460a48f5e.MSCF3M96AYZ8PVEV.SEARCH&ppt=None&ppn=None&ssid=0j27hsfipc0000001779792643996&qH=40f3db1092a567a6&ov_redirect=true&ov_redirect=true,Premium quality Vaseline Intensive Care Cocoa Glow Nourishing Body Serum in Lotio...more designed for professional performance and luxury feel.,https://images.unsplash.com/photo-1608248597279-f99d160bfcbc?w=500&auto=format&fit=crop&q=80,data/images/prod_014_skincare.jpg
PROD_015,Wow Skin Science Apple Cider Vinegar Shampoo,Skincare,Cleanser,349.0,Amazon,https://www.amazon.in/s?k=Wow+Skin+Science+Apple+Cider+Vinegar+Shampoo,"Clarifying, detoxifying daily shampoo enriched with pure natural apple cider vinegar in a signature dark brown square bottle.",https://images.unsplash.com/photo-1556228453-efd6c1ff04f6?w=500&auto=format&fit=crop&q=80,data/images/prod_015_skincare.jpg
PROD_016,Mamaearth Onion Hair Fall Control Shampoo,Skincare,Cleanser,349.0,Amazon,https://www.amazon.in/s?k=Mamaearth+Onion+Hair+Fall+Control+Shampoo,Organic hair fall control shampoo enriched with Red Onion seed oil and Keratin in a clean white bottle with green highlights.,https://images.unsplash.com/photo-1616683693504-3ea7e9ad6fec?w=500&auto=format&fit=crop&q=80,data/images/prod_016_skincare.jpg
PROD_017,UrbanBotanics Pure Aloe Vera Gel,Skincare,Moisturizer,299.0,Amazon,https://www.amazon.in/s?k=UrbanBotanics+Pure+Aloe+Vera+Gel,Multi-purpose moisturizing cold-pressed organic aloe vera gel in a clear jar revealing the crystal clear soothing gel.,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?w=500&auto=format&fit=crop&q=80,data/images/prod_017_skincare.jpg
PROD_018,"GARNIER Micellar Cleansing Water, Gentle Cleanser For Everyday Us...more",Skincare,Cleanser,375.0,Flipkart,https://www.flipkart.com/garnier-micellar-cleansing-water-gentle-cleanser-everyday-use-makeup-remover/p/itmc4f34818ed04d?pid=CNRF2MXXRAU5JMK3&lid=LSTCNRF2MXXRAU5JMK3AL4Q80&marketplace=FLIPKART&q=Garnier+Skin+Naturals+Micellar+Cleansing+Water&store=g9b%2Fffi%2Fdzu%2Fdqh&spotlightTagId=default_TrendingId_g9b%2Fffi%2Fdzu%2Fdqh&srno=s_1_1&otracker=search&fm=organic&iid=71766351-cafa-4c32-9cad-38c3dd4a64ae.CNRF2MXXRAU5JMK3.SEARCH&ppt=sp&ppn=sp&ssid=javlcxklcw0000001779792655912&qH=f05702c1d679e33a&ov_redirect=true&ov_redirect=true,"Premium quality GARNIER Micellar Cleansing Water, Gentle Cleanser For Everyday Us...more designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1571781926291-c477ebfd024b?w=500&auto=format&fit=crop&q=80,data/images/prod_018_skincare.jpg
PROD_019,Himalaya Purifying Neem Face Wash,Skincare,Cleanser,199.0,Amazon,https://www.amazon.in/s?k=Himalaya+Purifying+Neem+Face+Wash,Time-tested herbal clarifying face wash formulated with neem and turmeric inside a classic green-and-white squeeze tube.,https://images.unsplash.com/photo-1612204030736-613b5a930722?w=500&auto=format&fit=crop&q=80,data/images/prod_019_skincare.jpg
PROD_020,LOTUS HERBALS Sunscreen - SPF 50 PA+++ Safe Sun Uv Screen Matte G...more,Skincare,Sunscreen,425.0,Flipkart,https://www.flipkart.com/lotus-herbals-sunscreen-spf-50-pa-safe-sun-uv-screen-matte-gel/p/itmb0ace4d6769f6?pid=SNRE5GP8YDRKNAKE&lid=LSTSNRE5GP8YDRKNAKEUU9KR5&marketplace=FLIPKART&q=Lotus+Herbals+Safe+Sun+SPF+50&store=g9b%2Fema%2F5la%2Fxrh&srno=s_1_3&otracker=search&fm=organic&iid=84af402c-f173-4849-9f73-c75dd2a9e824.SNRE5GP8YDRKNAKE.SEARCH&ppt=None&ppn=None&ssid=vmp2295r9s0000001779792667620&qH=23f6957bd24f2a59&ov_redirect=true&ov_redirect=true,Premium quality LOTUS HERBALS Sunscreen - SPF 50 PA+++ Safe Sun Uv Screen Matte G...more designed for professional performance and luxury feel.,https://images.unsplash.com/photo-1625093742435-6fa192b6fb10?w=500&auto=format&fit=crop&q=80,data/images/prod_020_skincare.jpg
PROD_021,"NIKE AIR MAX SOLO Sneakers For Men (White , 8)",Shoes,Sneakers,6495.0,Flipkart,https://www.flipkart.com/nike-air-max-solo-sneakers-men/p/itm225435ef6113e?pid=SHOGRRR3SPTGS6RV&lid=LSTSHOGRRR3SPTGS6RVCIGXV7&marketplace=FLIPKART&q=Nike+Air+Max+SYSTM+Men+s&store=osp%2Fcil&srno=s_1_1&otracker=search&fm=organic&iid=en_Lipk4sH6YKvfr9yLWYj987mrEjCTQvdjUmbS89_5tj5MANrCzqfgz1rl76XhuxH2BelTytNk4IGLiy5nNKgEh0Ksf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=b7apt40lkw0000001779792685406&qH=6a5478adb821c88d&ov_redirect=true,"Premium quality NIKE AIR MAX SOLO Sneakers For Men (White , 8) designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500&auto=format&fit=crop&q=80,data/images/prod_021_shoes.jpg
PROD_022,Adidas Ultraboost Light Running Shoes,Shoes,Running,18999.0,Amazon,https://www.amazon.in/s?k=Adidas+Ultraboost+Light+Running+Shoes,High-performance track running shoes featuring a white Primeknit upper and a responsive chunky textured boost foam midsole.,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=500&auto=format&fit=crop&q=80,data/images/prod_022_shoes.jpg
PROD_023,"Puma Smashic Sneakers For Men (Black , 3)",Shoes,Sneakers,2499.0,Flipkart,https://www.flipkart.com/puma-smashic-sneakers-men/p/itm99621d83293b7?pid=SHOGP7VNAM7DH4ZM&lid=LSTSHOGP7VNAM7DH4ZMXGMKJ0&marketplace=FLIPKART&q=Puma+Smashic+Unisex+Sneakers&store=osp%2Fcil%2Fe1f&srno=s_1_1&otracker=search&fm=organic&iid=162722e0-4d2d-4f0d-8abb-a8c868a67c8f.SHOGP7VNAM7DH4ZM.SEARCH&ppt=None&ppn=None&ssid=cqogx6yla80000001779792702530&qH=c886e18d4a3a5d19&ov_redirect=true,"Premium quality Puma Smashic Sneakers For Men (Black , 3) designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1549298916-b41d501d3772?w=500&auto=format&fit=crop&q=80,data/images/prod_023_shoes.jpg
PROD_024,Red Tape Men's Retro Sneakers,Shoes,Sneakers,1899.0,Amazon,https://www.amazon.in/s?k=Red+Tape+Men's+Retro+Sneakers,Sporty lifestyle running shoes in sleek knit fabric punctuated by eye-catching stripes and foam soles.,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa?w=500&auto=format&fit=crop&q=80,data/images/prod_024_shoes.jpg
PROD_025,Bata Men's Formal Oxford Shoes,Shoes,Formal,1999.0,Flipkart,https://www.flipkart.com/search?q=Bata+Men's+Formal+Oxford+Shoes,Timeless formal dress Oxford shoes crafted in premium polished dark cognac brown genuine leather with structured soles.,https://images.unsplash.com/photo-1614252235316-8c857d38b5f4?w=500&auto=format&fit=crop&q=80,data/images/prod_025_shoes.jpg
PROD_026,Sparx Men's Athletic Running Shoes,Shoes,Running,1299.0,Flipkart,https://www.flipkart.com/search?q=Sparx+Men's+Athletic+Running+Shoes,Super lightweight sports running sneakers built with breathable mesh upper and a flexible grip outer sole.,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=500&auto=format&fit=crop&q=80,data/images/prod_026_shoes.jpg
PROD_027,Nike Air Jordan 1 Mid Basketball Shoes,Shoes,Basketball,11495.0,Amazon,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTk2NTI2MDc3OTU4NTE2OjE3Nzk3OTI3MTQ6c3BfYXRmOjMwMTA5MzEzNjAzOTEzMjo6MDo6&url=%2FAivin-Basketball-Durable-High-Performance-Footwear%2Fdp%2FB0FN7Z7FMB%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.7SUHhigVfif3FLjkdDbM0y5QPMM4z0Ijall5kvyxCtPmv_HW7-lLa1flCYRJwVho4hzTFUWA-Tzvly1J6fE-r8mT60TwI-UR2eymkMttysenvyuXXQVsV3-L0VcGpq3YR_91PazyROOgvznQryS-4xVsiT_CH1VPtiLl9bKrlYYIRL_AMN2v3_PP_X4kq8Yiq9rbqZTrd1rh89G-x2J6Db5jkCNvF-mDp2ggR3t7BwS6dCQOny-3pSPsUZGy5BxV-Rj-aVfVrMwWxRxBw5EuhG41XA6W4yQuec22OmznkNo.kGqfnpU8DhybQN4xx_Mom2dakGrJrrvLJa3QwNr1QU4%26dib_tag%3Dse%26keywords%3DNike%2BAir%2BJordan%2B1%2BMid%2BBasketball%2BShoes%26qid%3D1779792714%26sr%3D8-1-spons%26aref%3DUnmX93mxEn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=UnmX93mxEn&sp_cr=ZAZ,Sought-after legendary high-top basketball sneakers featuring premium leather paneling.,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=500&auto=format&fit=crop&q=80,data/images/prod_027_shoes.jpg
PROD_028,"ADIDAS ORIGINALS SUPERSTAR II Sneakers For Unisex (Black , 5.5)",Shoes,Sneakers,7999.0,Flipkart,https://www.flipkart.com/adidas-originals-superstar-ii-sneakers-unisex/p/itm19d5c75162de0?pid=SHOHBAEFU7HBQYMV&lid=LSTSHOHBAEFU7HBQYMVCXGJFV&marketplace=FLIPKART&q=Adidas+Superstar+Originals+Sneakers&store=osp&srno=s_1_4&otracker=search&fm=organic&iid=3bd569be-38ed-4081-bfa5-50515ca1083a.SHOHBAEFU7HBQYMV.SEARCH&ppt=None&ppn=None&ssid=qj6e8o404w0000001779792730765&qH=056f971ad1dc2118&ov_redirect=true,"Premium quality ADIDAS ORIGINALS SUPERSTAR II Sneakers For Unisex (Black , 5.5) designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1607522370275-f14206abe5d3?w=500&auto=format&fit=crop&q=80,data/images/prod_028_shoes.jpg
PROD_029,Crocs Unisex Adult Classic Clogs,Shoes,Clogs,2999.0,Amazon,https://www.amazon.in/s?k=Crocs+Unisex+Adult+Classic+Clogs,Comfortable lightweight indoor/outdoor casual clogs made of water-friendly foam in an elegant navy blue color.,https://images.unsplash.com/photo-1608256246200-53e635b5b65f?w=500&auto=format&fit=crop&q=80,data/images/prod_029_shoes.jpg
PROD_030,ASICS Gel-Kayano 30 Running Shoes,Shoes,Running,15999.0,Amazon,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjg3MTQyNDg0MDczNDc0OjE3Nzk3OTI3NDI6c3BfYXRmOjMwMDkzNzAzNjQ5NjEzMjo6MDo6&url=%2FASICS-GEL-PULSE-Black-Orange-Running%2Fdp%2FB0D79LQ7S4%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.U5YvyfV48CERALn_N5QieDYoi41KOn8ojY2I9rBh3Rs8FPYbhvZyad1WatwE4CTkl1v-237UmU7pdf-eJXTk3KYahwTyfCCOZGbYUKXGx1zahE-ObqpAIEGKYKHm2H1t444xn601CLCwmT0jGThPI_yASR18Hc2sbNgaLYfzmkb5jFSmM174WGMb_Nj3-XKBhqdng6Klyn8Ljeo_ANkwvWytYpNHVhPHhn6zAaYU0d10EsOCMJk0yYV7MYEL_CM2PR6rkk3WoqUlnUnYVkLUnnqIXY1xMRqYM5Bk1FwtjKc.fyJm7CLujsTYTBshCzT9Lu4FFTrZkt7DNj25AAcbtH8%26dib_tag%3Dse%26keywords%3DASICS%2BGel-Kayano%2B30%2BRunning%2BShoes%26qid%3D1779792742%26sr%3D8-1-spons%26aref%3DqMjoAofDOm%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=qMjoAofDOm&sp_cr=ZAZ,Elite supportive long-distance running shoes built with advanced adaptive foam cushioning.,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=500&auto=format&fit=crop&q=80,data/images/prod_030_shoes.jpg
PROD_031,Woodland Men's Leather Rugged Boots,Shoes,Boots,4295.0,Flipkart,https://www.flipkart.com/search?q=Woodland+Men's+Leather+Rugged+Boots,Heavy-duty outdoor hiking boots constructed in dark khaki oiled suede leather with thick lugged high-traction soles.,https://images.unsplash.com/photo-1520639888713-7851133b1ed0?w=500&auto=format&fit=crop&q=80,data/images/prod_031_shoes.jpg
PROD_032,Campus Men's North Running Shoes,Shoes,Running,1499.0,Flipkart,https://www.flipkart.com/search?q=Campus+Men's+North+Running+Shoes,Sporty gym running shoes crafted in breathable dark black knit fabric with lightweight grey foam cushioning.,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=500&auto=format&fit=crop&q=80,data/images/prod_032_shoes.jpg
PROD_033,Puma Unisex Kent Slip-on Walking Sneakers,Shoes,Loafers,1999.0,Amazon,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjE4NjQ2MjYyNTYwNjU0OjE3Nzk3OTI3NTI6c3BfYXRmOjMwMDc3NDk5Mjg5NjczMjo6MDo6&url=%2FFrido-Cloud-Comfort-Shoes-Lightweight%2Fdp%2FB0FV8XH363%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.eue78DnGCIB18n_hbvEVHDFnQaUmCOnDisHXh_Mw08Z-cDrr7yXoSCIGdqLdKheaA9O-WB5TaoZ98QoL6XfkYA1HHf0YU9bwl5pMYzZq4x69Cb-WXXyg-MTugm6mtu3I8mggDCboh7hP5CV6ZUqjEwmi1_vWorUfaOVo9DoGD2AusUtrFO1G4TUDyKOU8HxfLhUPZJZeOy2lzwZEF5A0pavb_rbFLrYt6Kha_ExP-TsZmhD5LYf2QpgVSrdXYJQXsoc3ipwywjNXwjPEGZqATEsv_Gb2_FiHVGjoky35WSE.V5R2vpZ2yOoNR1ilhyAzHqnYaAAnFLCq0bNb33gwRhE%26dib_tag%3Dse%26keywords%3DPuma%2BUnisex%2BKent%2BSlip-on%2BWalking%2BSneakers%26qid%3D1779792752%26sr%3D8-1-spons%26aref%3DhIktBwZO8D%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=hIktBwZO8D&sp_cr=ZAZ,Ultra-comfortable mesh slip-on shoes engineered on a memory tech foam midsole for dynamic all-day walking.,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=500&auto=format&fit=crop&q=80,data/images/prod_033_shoes.jpg
PROD_034,Reebok Men's Stride Runner Shoes,Shoes,Running,2299.0,Amazon,https://www.amazon.in/s?k=Reebok+Men's+Stride+Runner+Shoes,Flexible everyday running sneakers built on a durable textured outer sole with sporty overlays.,https://images.unsplash.com/photo-1597045566677-8cf032ed6634?w=500&auto=format&fit=crop&q=80,data/images/prod_034_shoes.jpg
PROD_035,Skechers Men's Go Walk Max Athletic Shoes,Shoes,Running,4999.0,Amazon,https://www.amazon.in/s?k=Skechers+Men's+Go+Walk+Max+Athletic+Shoes,High-rebound walking shoes featuring slip-on lightweight mesh construction and signature responsive cushioning.,https://images.unsplash.com/photo-1539185441755-769473a23570?w=500&auto=format&fit=crop&q=80,data/images/prod_035_shoes.jpg
PROD_036,Bata Men's Formal Derby Shoes,Shoes,Formal,1499.0,Amazon,https://www.amazon.in/s?k=Bata+Men's+Formal+Derby+Shoes,"Sharp, highly polished formal dress Derby shoes crafted in structured black synthetic leather with low heels.",https://images.unsplash.com/photo-1560343090-f0409e92791a?w=500&auto=format&fit=crop&q=80,data/images/prod_036_shoes.jpg
PROD_037,Red Tape Men's Walking Soft Sole Shoes,Shoes,Walking,1799.0,Flipkart,https://www.flipkart.com/search?q=Red+Tape+Men's+Walking+Soft+Sole+Shoes,Modern sporty walking shoes with a heavily textured upper and high-traction sole.,https://images.unsplash.com/photo-1531310197839-ccf54634509e?w=500&auto=format&fit=crop&q=80,data/images/prod_037_shoes.jpg
PROD_038,US Polo Assn Men's Canvas Sneakers,Shoes,Sneakers,2999.0,Flipkart,https://www.flipkart.com/search?q=US+Polo+Assn+Men's+Canvas+Sneakers,Casual streetwear trainers featuring canvas construction with the iconic brand logo.,https://images.unsplash.com/photo-1533867617858-e7b97e060509?w=500&auto=format&fit=crop&q=80,data/images/prod_038_shoes.jpg
PROD_039,Columbia Men's Waterproof Hiking Shoes,Shoes,Hiking,8999.0,Amazon,https://www.amazon.in/s?k=Columbia+Men's+Waterproof+Hiking+Shoes,Advanced outdoor technical hiking shoes crafted with a waterproof leather upper and heavy rubber sole.,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=500&auto=format&fit=crop&q=80,data/images/prod_039_shoes.jpg
PROD_040,Under Armour Men's Charged Assert Sneakers,Shoes,Running,5999.0,Amazon,https://www.amazon.in/s?k=Under+Armour+Men's+Charged+Assert+Sneakers,Versatile athletic running sneakers engineered with support collar and custom cushioning midsole.,https://images.unsplash.com/photo-1582588678413-dbf45f4823e9?w=500&auto=format&fit=crop&q=80,data/images/prod_040_shoes.jpg
PROD_041,"Sony WH1000XM4/BMIN Bluetooth Headset (Black, On the Ear)",Electronics,Headphones,19990.0,Flipkart,https://www.flipkart.com/sony-wh1000xm4-bmin-bluetooth/p/itm9f84f49ad6ac8?pid=ACCGCVGXQGFUNXTN&lid=LSTACCGCVGXQGFUNXTNMNI87P&marketplace=FLIPKART&q=Sony+WH+1000XM4+Noise+Cancelling+Headphones&store=0pm%2Ffcn%2Fgc3&srno=s_1_1&otracker=search&fm=organic&iid=6a6dd7ff-15b3-4ec8-bf85-81c5c6c51b05.ACCGCVGXQGFUNXTN.SEARCH&ppt=None&ppn=None&ssid=m9i7j9zw800000001779793558256&qH=2115a64da7c7791b&ov_redirect=true&ov_redirect=true,"Premium quality Sony WH1000XM4/BMIN Bluetooth Headset (Black, On the Ear) designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500&auto=format&fit=crop&q=80,data/images/prod_041_electronics.jpg
PROD_042,"Buds VS102 Plus with 70 Hrs Playtime, Environmental Noise Cancell...more",Electronics,Audio,2999.0,Flipkart,https://www.flipkart.com/noise-buds-vs102-plus-70-hrs-playtime-environmental-cancellation-quad-mic-bluetooth/p/itmb657fa670c4b9?pid=ACCGNX3S5P7TG76G&lid=LSTACCGNX3S5P7TG76GY0LIDR&marketplace=FLIPKART&q=OnePlus+Nord+Buds+2+Wireless+Earbuds&store=0pm%2Ffcn%2F821&srno=s_1_1&otracker=search&fm=organic&iid=en_ELC92g-eh03vTJe5RmuTWnSCc_c4-GhJSJnoOSCtdXAKeF00xcGwt2wJo4jH0xg3QXnSf0u8Larize3Ffca73U4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=gcnzlrdcc00000001779793576213&qH=78bf916dfba1a78d&ov_redirect=true&ov_redirect=true,"Premium quality Buds VS102 Plus with 70 Hrs Playtime, Environmental Noise Cancell...more designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?w=500&auto=format&fit=crop&q=80,data/images/prod_042_electronics.jpg
PROD_043,Apple AirPods Pro 2nd Gen Wireless Earbuds,Electronics,Audio,20900.0,Amazon,https://www.amazon.in/dp/B0BDK62PDX,"Advanced true wireless earbuds featuring spatial audio, custom touch controls and an iconic white charging case.",https://images.unsplash.com/photo-1588449668365-d15e397f6787?w=500&auto=format&fit=crop&q=80,data/images/prod_043_electronics.jpg
